시도코드,시도명,시군구코드,시군구명,기준연도,연도,과거대비인구변화,최근인구변화,과거대비사업체변화,최근사업체변화,노후건축물비율
41,경기도,41370,경기도 오산시 ,2022,2022,10.01890822,1,2.981600532,0,56.66698758
41,경기도,41390,경기도 시흥시 ,2022,2022,18.61013535,0,1.432456655,0,68.63979849
41,경기도,41410,경기도 군포시 ,2022,2022,-4.661917485,5,1.983967936,0,82.64810618
41,경기도,41430,경기도 의왕시 ,2022,2022,3.625778376,2,2.581423402,0,64.18029064
41,경기도,41450,경기도 하남시 ,2022,2022,81.06551523,0,1.255685189,0,64.71825757
41,경기도,41460,경기도 용인시 ,2022,2022,9.596803487,1,-62.79756413,1,57.21731466
41,경기도,41480,경기도 파주시 ,2022,2022,10.60916279,0,5.322747805,0,34.50100277
41,경기도,41500,경기도 이천시 ,2022,2022,7.228329169,1,1.663974759,0,52.47158968
41,경기도,41550,경기도 안성시 ,2022,2022,1.36092346,2,3.721865963,0,51.84367911
41,경기도,41570,경기도 김포시 ,2022,2022,34.63503177,1,6.331142811,0,44.16812308
41,경기도,41590,경기도 화성시 ,2022,2022,45.56307918,0,4.36756142,0,47.72033517
41,경기도,41610,경기도 광주시 ,2022,2022,24.04894838,0,2.809002003,0,38.80377136
41,경기도,41630,경기도 양주시 ,2022,2022,13.81025171,0,1.384756237,0,55.84257305
41,경기도,41650,경기도 포천시 ,2022,2022,-4.567748597,3,-3.131108243,1,55.94090489
41,경기도,41670,경기도 여주시 ,2022,2022,2.078833439,2,-0.257422344,1,49.57603333
41,경기도,41800,경기도 연천군 ,2022,2022,-33.10163656,5,2.164804469,0,66.67333734
41,경기도,41820,경기도 가평군 ,2022,2022,2.063734509,5,4.33635425,0,40.99632503
41,경기도,41830,경기도 양평군 ,2022,2022,11.57176856,0,3.542930099,1,46.52939092
42,강원도,42110,강원도 춘천시 ,2022,2022,0.474796233,0,1.261982377,0,58.11668028
42,강원도,42130,강원도 원주시 ,2022,2022,6.295159732,0,4.15323932,0,51.18539064
42,강원도,42150,강원도 강릉시 ,2022,2022,-6.85298137,3,3.160010422,0,67.50627035
42,강원도,42170,강원도 동해시 ,2022,2022,-10.45625213,2,1.984832881,0,66.32191833
42,강원도,42190,강원도 태백시 ,2022,2022,-54.17748026,5,0.667976424,1,68.98576914
42,강원도,42210,강원도 속초시 ,2022,2022,-10.64158663,1,4.014323407,0,64.10164958
42,강원도,42230,강원도 삼척시 ,2022,2022,-41.20227575,4,5.349092238,0,48.52288382
42,강원도,42720,강원도 홍천군 ,2022,2022,-16.01305929,2,3.547546186,0,47.01022224
42,강원도,42730,강원도 횡성군 ,2022,2022,-9.800160861,2,3.511029412,0,38.51408074
42,강원도,42750,강원도 영월군 ,2022,2022,-44.44117647,5,4.238123398,0,36.55941745
42,강원도,42760,강원도 평창군 ,2022,2022,-27.51835371,5,3.95572196,0,43.7248232
42,강원도,42770,강원도 정선군 ,2022,2022,-61.38361791,5,1.330059341,1,40.93695271
42,강원도,42780,강원도 철원군 ,2022,2022,-19.95208306,5,3.840503673,0,56.69343599
42,강원도,42790,강원도 화천군 ,2022,2022,-18.91770245,5,6.673546612,0,54.0312409
42,강원도,42800,강원도 양구군 ,2022,2022,-26.43972627,5,4.17222964,0,45.5085036
42,강원도,42810,강원도 인제군 ,2022,2022,-18.76075731,2,6.28595781,1,44.96947594
42,강원도,42820,강원도 고성군 ,2022,2022,-38.66653627,3,8.956743003,0,54.37679204
42,강원도,42830,강원도 양양군 ,2022,2022,-26.13416379,2,5.800564849,0,40.12162794
43,충청북도,43110,충청북도 청주시 ,2022,2022,1.953379521,0,-0.706669118,1,62.0568276
43,충청북도,43130,충청북도 충주시 ,2022,2022,-3.136830223,3,2.559111003,0,64.294903
43,충청북도,43150,충청북도 제천시 ,2022,2022,-7.719713312,5,2.765269599,0,59.80506175
43,충청북도,43720,충청북도 보은군 ,2022,2022,-41.0112682,5,5.22971652,1,74.79152951
43,충청북도,43730,충청북도 옥천군 ,2022,2022,-31.67118209,5,4.518950437,0,72.84414271
43,충청북도,43740,충청북도 영동군 ,2022,2022,-40.17287615,5,8.157038242,0,30.91508984
43,충청북도,43745,충청북도 증평군 ,2022,2022,-10.83304425,2,-1.76970269,1,62.4355129
43,충청북도,43750,충청북도 진천군 ,2022,2022,24.37797899,0,2.761850153,0,53.6130746
43,충청북도,43760,충청북도 괴산군 ,2022,2022,-30.33217612,2,5.652368186,0,45.96519868
43,충청북도,43770,충청북도 음성군 ,2022,2022,-1.56428844,5,2.313376148,0,55.02618542
43,충청북도,43800,충청북도 단양군 ,2022,2022,-44.85634847,4,2.564102564,0,63.0095377
44,충청남도,44130,충청남도 천안시 ,2022,2022,7.6731087,2,1.486211735,0,59.97845973
44,충청남도,44150,충청남도 공주시 ,2022,2022,-33.22641665,5,6.094639114,0,64.98074996
44,충청남도,44180,충청남도 보령시 ,2022,2022,-34.84124158,5,2.272012579,0,52.37160056
44,충청남도,44200,충청남도 아산시 ,2022,2022,3.341746059,0,1.218026797,0,61.62112303
44,충청남도,44210,충청남도 서산시 ,2022,2022,3.471293437,1,4.197917229,0,58.32893734
44,충청남도,44230,충청남도 논산시 ,2022,2022,-35.09206154,5,3.472718996,0,63.92529567
44,충청남도,44250,충청남도 계룡시 ,2022,2022,-2.338181468,3,2.0506248,0,52.01919232
44,충청남도,44270,충청남도 당진시 ,2022,2022,-39.5912638,2,4.532156239,0,40.11761698
44,충청남도,44710,충청남도 금산군 ,2022,2022,-46.47072912,5,4.599678825,0,78.04391218
44,충청남도,44760,충청남도 부여군 ,2022,2022,-51.02690338,5,3.298913772,2,76.80413836
44,충청남도,44770,충청남도 서천군 ,2022,2022,-45.62046512,5,5.778858532,0,66.07773852
44,충청남도,44790,충청남도 청양군 ,2022,2022,-5.825482215,5,7.160948653,0,67.03269279
44,충청남도,44800,충청남도 홍성군 ,2022,2022,-41.96400134,5,1.446051168,0,46.76276829
44,충청남도,44810,충청남도 예산군 ,2022,2022,-29.37252225,4,3.964933254,0,63.87280301
44,충청남도,44825,충청남도 태안군 ,2022,2022,2.150749427,5,5.186554234,0,42.89223058
45,전라북도,45110,전라북도 전주시 ,2022,2022,0.537189639,2,-1.147256294,1,77.52902745
45,전라북도,45130,전라북도 군산시 ,2022,2022,-9.032067025,5,2.71985205,1,67.61742619
45,전라북도,45140,전라북도 익산시 ,2022,2022,-13.89088842,5,2.420288972,0,78.68947103
45,전라북도,45180,전라북도 정읍시 ,2022,2022,-44.43485158,5,3.657780533,0,69.34367675
45,전라북도,45190,전라북도 남원시 ,2022,2022,-38.34923388,5,1.443748297,0,72.30785843
45,전라북도,45210,전라북도 김제시 ,2022,2022,-48.48822693,4,2.857834827,0,75.68431862
45,전라북도,45710,전라북도 완주군 ,2022,2022,-1.437292077,4,4.577081063,0,60.92275323
45,전라북도,45720,전라북도 진안군 ,2022,2022,-48.77890738,5,15.24833913,0,55.85256218
45,전라북도,45730,전라북도 무주군 ,2022,2022,-39.80585135,5,2.773590594,0,67.22536218
45,전라북도,45740,전라북도 장수군 ,2022,2022,-40.35174997,4,6.856359273,1,58.94025528
45,전라북도,45750,전라북도 임실군 ,2022,2022,-46.90305764,5,4.949494949,1,60.69810252
45,전라북도,45770,전라북도 순창군 ,2022,2022,-42.57027229,5,7.03994761,2,68.7762174
45,전라북도,45790,전라북도 고창군 ,2022,2022,-46.37111937,5,5.005122201,0,52.71950692
45,전라북도,45800,전라북도 부안군 ,2022,2022,-53.07761882,5,2.576822378,1,68.11952868
46,전라남도,46110,전라남도 목포시 ,2022,2022,-12.09078569,5,0.181501379,0,82.37975757
46,전라남도,46130,전라남도 여수시 ,2022,2022,-15.55742286,5,2.078369906,0,71.45026915
46,전라남도,46150,전라남도 순천시 ,2022,2022,-0.681254097,2,2.103162922,0,73.71512482
46,전라남도,46170,전라남도 나주시 ,2022,2022,-30.88556047,1,4.410641106,0,76.9922527
46,전라남도,46230,전라남도 광양시 ,2022,2022,-5.7002748,2,2.367027146,0,64.91102302
46,전라남도,46710,전라남도 담양군 ,2022,2022,-41.94570442,5,1.924825705,0,64.81357367
46,전라남도,46720,전라남도 곡성군 ,2022,2022,-46.30333756,5,3.981667144,1,75.52193646
46,전라남도,46730,전라남도 구례군 ,2022,2022,-42.98275279,5,2.097450791,0,76.13042924
46,전라남도,46770,전라남도 고흥군 ,2022,2022,-56.30482374,5,4.750916248,0,72.92722665
46,전라남도,46780,전라남도 보성군 ,2022,2022,-65.07091866,5,2.187244481,1,70.58130979
46,전라남도,46790,전라남도 화순군 ,2022,2022,-31.89614404,3,2.622860298,0,72.22865355
46,전라남도,46800,전라남도 장흥군 ,2022,2022,-49.46400328,5,3.086419753,0,72.59824273
46,전라남도,46810,전라남도 강진군 ,2022,2022,-54.44526292,5,2.909362178,0,71.6354741
46,전라남도,46820,전라남도 해남군 ,2022,2022,-52.85189791,5,3.639494834,0,68.38435173
46,전라남도,46830,전라남도 영암군 ,2022,2022,-25.66646812,5,4.389288047,0,50.54960866
46,전라남도,46840,전라남도 무안군 ,2022,2022,-8.816769431,2,2.719326643,0,71.49148663
46,전라남도,46860,전라남도 함평군 ,2022,2022,-53.62254521,5,5.901201602,0,68.29962073
46,전라남도,46870,전라남도 영광군 ,2022,2022,-42.74534118,4,3.213901276,0,56.29311388
46,전라남도,46880,전라남도 장성군 ,2022,2022,-35.24046703,5,3.641732283,0,48.95319522
46,전라남도,46890,전라남도 완도군 ,2022,2022,-47.05601101,5,2.372555306,0,71.02607448
46,전라남도,46900,전라남도 진도군 ,2022,2022,-49.7921588,2,3.524904215,0,79.46703109
46,전라남도,46910,전라남도 신안군 ,2022,2022,-66.70409827,5,3.274907749,1,75.53618647
47,경상북도,47110,경상북도 포항시 ,2022,2022,-4.424545388,3,0.404599659,0,56.5033915
47,경상북도,47130,경상북도 경주시 ,2022,2022,-10.81561184,5,-0.35773167,1,64.84702815
47,경상북도,47150,경상북도 김천시 ,2022,2022,-10.53850456,3,8.668511031,0,68.63536577
47,경상북도,47170,경상북도 안동시 ,2022,2022,-20.13050885,5,0.178085062,0,74.86004523
47,경상북도,47190,경상북도 구미시 ,2022,2022,-0.990799546,5,-0.193621868,1,58.96062643
47,경상북도,47210,경상북도 영주시 ,2022,2022,-27.23136654,5,2.732112103,0,69.40672253
47,경상북도,47230,경상북도 영천시 ,2022,2022,-20.18828018,3,3.712019159,1,67.35431472
47,경상북도,47250,경상북도 상주시 ,2022,2022,-36.45951417,3,4.668119343,0,72.20669524
47,경상북도,47280,경상북도 문경시 ,2022,2022,-43.68426342,3,3.393238658,0,68.49084639
47,경상북도,47290,경상북도 경산시 ,2022,2022,-0.144059135,1,0.642592722,0,59.42928337
47,경상북도,47720,경상북도 군위군 ,2022,2022,-41.89559322,4,5.492362691,1,65.5244486
47,경상북도,47730,경상북도 의성군 ,2022,2022,-50.00670815,5,3.448275862,1,77.06847445
47,경상북도,47750,경상북도 청송군 ,2022,2022,-46.36164183,5,2.738788086,1,63.47805485
47,경상북도,47760,경상북도 영양군 ,2022,2022,-50.41706769,5,1.577102804,0,59.83146067
47,경상북도,47770,경상북도 영덕군 ,2022,2022,-48.61728961,5,7.269884698,0,66.27164395
47,경상북도,47820,경상북도 청도군 ,2022,2022,-33.93373544,5,4.634239755,0,70.37305633
47,경상북도,47830,경상북도 고령군 ,2022,2022,-17.60565363,5,4.320276498,0,71.12509073
47,경상북도,47840,경상북도 성주군 ,2022,2022,-25.69797672,5,3.651685393,1,57.19425705
47,경상북도,47850,경상북도 칠곡군 ,2022,2022,-5.600115677,5,0.724682184,0,47.89055773
47,경상북도,47900,경상북도 예천군 ,2022,2022,-33.14347777,0,9.601873536,0,65.69676885
47,경상북도,47920,경상북도 봉화군 ,2022,2022,-49.33468574,5,8.202764977,0,69.64293576
47,경상북도,47930,경상북도 울진군 ,2022,2022,-35.26075154,5,1.795555556,0,70.23565255
47,경상북도,47940,경상북도 울릉군 ,2022,2022,-46.36524243,4,4.789977892,1,75.507801
48,경상남도,48120,경상남도 창원시 ,2022,2022,-6.473106589,5,-0.404861991,1,72.6682821
48,경상남도,48170,경상남도 진주시 ,2022,2022,0.322735919,2,0.439639087,0,76.88458724
48,경상남도,48220,경상남도 통영시 ,2022,2022,-11.1690095,5,0.757469491,0,77.30532085
48,경상남도,48240,경상남도 사천시 ,2022,2022,-7.637169745,5,2.781289507,0,67.46474459
48,경상남도,48250,경상남도 김해시 ,2022,2022,2.908586447,3,1.315645214,0,55.64012106
48,경상남도,48270,경상남도 밀양시 ,2022,2022,-25.30460077,5,4.194192656,0,66.52258867
48,경상남도,48310,경상남도 거제시 ,2022,2022,-4.568293457,5,-3.540767553,1,70
48,경상남도,48330,경상남도 양산시 ,2022,2022,17.93585416,1,-0.57016877,1,63.44246895
48,경상남도,48720,경상남도 의령군 ,2022,2022,-48.92522506,5,2.563237774,1,36.58158078
48,경상남도,48730,경상남도 함안군 ,2022,2022,-5.975923671,5,1.836237587,0,32.45262093
48,경상남도,48740,경상남도 창녕군 ,2022,2022,-31.20879121,5,2.689849903,0,70.72119428
48,경상남도,48820,경상남도 고성군 ,2022,2022,-28.47598918,5,2.611625948,0,73.93913284
48,경상남도,48840,경상남도 남해군 ,2022,2022,-43.31888112,5,6.431881372,0,81.30052383
48,경상남도,48850,경상남도 하동군 ,2022,2022,-37.63018066,5,7.883672039,0,68.6728972
48,경상남도,48860,경상남도 산청군 ,2022,2022,-34.90105423,5,5.863402062,0,68.1906705
48,경상남도,48870,경상남도 함양군 ,2022,2022,-33.60235576,5,6.442133816,0,66.90506633
48,경상남도,48880,경상남도 거창군 ,2022,2022,-24.11188451,5,3.891591383,0,72.85549295
48,경상남도,48890,경상남도 합천군 ,2022,2022,-43.10252281,5,8.635154492,0,79.7591724
50,제주특별자치도,50110,제주특별자치도 제주시 ,2022,2022,7.45750498,0,1.828175772,0,76.61582481
50,제주특별자치도,50130,제주특별자치도 서귀포시 ,2022,2022,-1.901538213,0,3.016453382,0,78.55300536
11,서울특별시,11110,서울특별시 종로구 ,2021,2021,-42.58,4,24.34,4,76.95
11,서울특별시,11140,서울특별시 중구 ,2021,2021,-37.67,2,15.4,4,84.11
11,서울특별시,11170,서울특별시 용산구 ,2021,2021,-31.16,3,52.78,2,82.13
11,서울특별시,11200,서울특별시 성동구 ,2021,2021,-32.16,3,53.97,0,80.59
11,서울특별시,11215,서울특별시 광진구 ,2021,2021,-13.12,4,48.17,3,70.04
11,서울특별시,11230,서울특별시 동대문구 ,2021,2021,-34.08,5,36.01,4,79.56
11,서울특별시,11260,서울특별시 중랑구 ,2021,2021,-15.64,5,54.99,1,73.74
11,서울특별시,11290,서울특별시 성북구 ,2021,2021,-22.89,2,47.24,4,75.54
11,서울특별시,11305,서울특별시 강북구 ,2021,2021,-24.53,5,48.94,1,78.51
11,서울특별시,11320,서울특별시 도봉구 ,2021,2021,-15.15,5,53.64,2,73.19
11,서울특별시,11350,서울특별시 노원구 ,2021,2021,-16.52,5,58.16,0,70.99
11,서울특별시,11380,서울특별시 은평구 ,2021,2021,-5.85,5,64.08,1,66.93
11,서울특별시,11410,서울특별시 서대문구 ,2021,2021,-21.75,3,54.84,1,76.1
11,서울특별시,11440,서울특별시 마포구 ,2021,2021,-18.99,3,62.4,1,66.78
11,서울특별시,11470,서울특별시 양천구 ,2021,2021,-11.68,5,54.6,2,68.9
11,서울특별시,11500,서울특별시 강서구 ,2021,2021,-1.16,4,63.74,0,58.41
11,서울특별시,11530,서울특별시 구로구 ,2021,2021,-9.57,2,46.63,0,72.41
11,서울특별시,11545,서울특별시 금천구 ,2021,2021,-29.87,5,44.82,0,71.98
11,서울특별시,11560,서울특별시 영등포구 ,2021,2021,-24.13,3,74.94,4,78.12
11,서울특별시,11590,서울특별시 동작구 ,2021,2021,-10.8,5,49.38,2,69.41
11,서울특별시,11620,서울특별시 관악구 ,2021,2021,-16.67,5,57.17,1,66.25
11,서울특별시,11650,서울특별시 서초구 ,2021,2021,-4.68,5,62.91,2,60.12
11,서울특별시,11680,서울특별시 강남구 ,2021,2021,-6.71,2,60.03,2,58.01
11,서울특별시,11710,서울특별시 송파구 ,2021,2021,-2.16,2,66.82,0,57.11
11,서울특별시,11740,서울특별시 강동구 ,2021,2021,-17.77,2,55.66,2,64.16
26,부산광역시,26110,부산광역시 중구 ,2021,2021,-49.3,5,24.63,2,81.77
26,부산광역시,26140,부산광역시 서구 ,2021,2021,-49.37,3,20.71,3,85.94
26,부산광역시,26170,부산광역시 동구 ,2021,2021,-53.93,2,31.5,1,87.18
26,부산광역시,26200,부산광역시 영도구 ,2021,2021,-46.12,5,22.68,0,83.91
26,부산광역시,26230,부산광역시 부산진구 ,2021,2021,-32.37,3,36.08,1,81.79
26,부산광역시,26260,부산광역시 동래구 ,2021,2021,-21.5,2,38.27,1,80.69
26,부산광역시,26290,부산광역시 남구 ,2021,2021,-22.67,3,55.35,0,79.66
26,부산광역시,26320,부산광역시 북구 ,2021,2021,-15.81,5,44.49,1,76.29
26,부산광역시,26350,부산광역시 해운대구 ,2021,2021,-6.17,5,46.82,0,77.4
26,부산광역시,26380,부산광역시 사하구 ,2021,2021,-19.56,5,34.32,1,82.29
26,부산광역시,26410,부산광역시 금정구 ,2021,2021,-27.06,5,53.24,1,77.05
26,부산광역시,26440,부산광역시 강서구 ,2021,2021,51.06,0,53,0,39.85
26,부산광역시,26470,부산광역시 연제구 ,2021,2021,-22.41,2,43.89,1,79.34
26,부산광역시,26500,부산광역시 수영구 ,2021,2021,-18.72,2,43.05,0,77.29
26,부산광역시,26530,부산광역시 사상구 ,2021,2021,-28.81,5,30.79,2,73.15
26,부산광역시,26710,부산광역시 기장군 ,2021,2021,14.55,1,58.32,0,41.05
27,대구광역시,27110,대구광역시 중구 ,2021,2021,-51.96,3,20.36,1,79.8
27,대구광역시,27140,대구광역시 동구 ,2021,2021,-7.98,3,49,1,69.32
27,대구광역시,27170,대구광역시 서구 ,2021,2021,-58.82,5,23.46,3,83.7
27,대구광역시,27200,대구광역시 남구 ,2021,2021,-48.09,5,28.24,1,81.05
27,대구광역시,27230,대구광역시 북구 ,2021,2021,-4.35,2,35.28,0,62.02
27,대구광역시,27260,대구광역시 수성구 ,2021,2021,-8.52,5,41.59,0,73.03
27,대구광역시,27290,대구광역시 달서구 ,2021,2021,-8.59,5,48.2,1,65.76
27,대구광역시,27710,대구광역시 달성군 ,2021,2021,37.42,0,47.96,0,49.95
28,인천광역시,28110,인천광역시 중구 ,2021,2021,22.89,0,69.28,0,42.99
28,인천광역시,28140,인천광역시 동구 ,2021,2021,-53.36,5,49.04,1,77.77
28,인천광역시,28177,인천광역시 미추홀구 ,2021,2021,-8.46,3,57.34,0,73.47
28,인천광역시,28185,인천광역시 연수구 ,2021,2021,20.07,0,62.38,0,60.29
28,인천광역시,28200,인천광역시 남동구 ,2021,2021,-0.14,3,48.6,0,59.74
28,인천광역시,28237,인천광역시 부평구 ,2021,2021,-12.6,5,45.67,2,72.86
28,인천광역시,28245,인천광역시 계양구 ,2021,2021,-14.43,5,58.32,0,60.12
28,인천광역시,28260,인천광역시 서구 ,2021,2021,8.22,1,67.71,0,42.5
28,인천광역시,28710,인천광역시 강화군 ,2021,2021,-9.42,0,52.98,1,44.34
28,인천광역시,28720,인천광역시 옹진군 ,2021,2021,3.12,4,20.68,1,40.59
29,광주광역시,29110,광주광역시 동구 ,2021,2021,-45.91,2,9.72,2,73.68
29,광주광역시,29140,광주광역시 서구 ,2021,2021,-6.79,5,46.7,0,56.79
29,광주광역시,29155,광주광역시 남구 ,2021,2021,-24.41,2,31.09,0,73.12
29,광주광역시,29170,광주광역시 북구 ,2021,2021,-9.75,3,42.8,0,65.65
29,광주광역시,29200,광주광역시 광산구 ,2021,2021,1.17,1,56.78,0,47.55
30,대전광역시,30110,대전광역시 동구 ,2021,2021,-24.18,5,33.79,1,74.89
30,대전광역시,30140,대전광역시 중구 ,2021,2021,-22.57,5,47.3,1,77.76
30,대전광역시,30170,대전광역시 서구 ,2021,2021,-6.91,5,41.86,0,65.22
30,대전광역시,30200,대전광역시 유성구 ,2021,2021,5.12,1,49.08,0,31.46
30,대전광역시,30230,대전광역시 대덕구 ,2021,2021,-25.85,5,47.09,1,69.59
31,울산광역시,31110,울산광역시 중구 ,2021,2021,-10.5,5,30,1,71.4
31,울산광역시,31140,울산광역시 남구 ,2021,2021,-7.25,5,36.62,0,61.19
31,울산광역시,31170,울산광역시 동구 ,2021,2021,-19.53,5,21.25,1,61.6
31,울산광역시,31200,울산광역시 북구 ,2021,2021,15.18,1,44.07,0,46.25
31,울산광역시,31710,울산광역시 울주군 ,2021,2021,1.63,2,50.7,0,40.64
36,세종특별자치시,36110,세종특별자치시  ,2021,2021,73.68,0,62.66,0,46.88
41,경기도,41110,경기도 수원시 ,2021,2021,0.25,4,54.27,0,60.45
41,경기도,41130,경기도 성남시 ,2021,2021,-5.62,5,53.27,0,72.24
41,경기도,41150,경기도 의정부시 ,2021,2021,6.1,0,61.17,1,66.74
41,경기도,41170,경기도 안양시 ,2021,2021,-13.2,5,47.18,1,69.43
41,경기도,41190,경기도 부천시 ,2021,2021,-6.9,5,52.87,0,66.24
41,경기도,41210,경기도 광명시 ,2021,2021,-17.24,5,51.27,2,67.77
41,경기도,41220,경기도 평택시 ,2021,2021,17.13,0,65.54,0,35.44
41,경기도,41250,경기도 동두천시 ,2021,2021,-2.9,5,38.65,0,60.87
41,경기도,41270,경기도 안산시 ,2021,2021,-12.48,3,60.58,1,40.33
41,경기도,41280,경기도 고양시 ,2021,2021,5.5,0,62.68,0,38.79
41,경기도,41290,경기도 과천시 ,2021,2021,-20.36,1,67.94,1,45.37
41,경기도,41310,경기도 구리시 ,2021,2021,1.38,3,56.81,0,61.53
41,경기도,41360,경기도 남양주시 ,2021,2021,10.36,0,80.28,0,28.83
41,경기도,41370,경기도 오산시 ,2021,2021,10.02,0,60.16,0,37.99
41,경기도,41390,경기도 시흥시 ,2021,2021,18.61,0,63.85,0,37.56
41,경기도,41410,경기도 군포시 ,2021,2021,-4.66,5,53.37,0,63.97
41,경기도,41430,경기도 의왕시 ,2021,2021,3.63,2,56.18,0,44.14
41,경기도,41450,경기도 하남시 ,2021,2021,81.07,0,97.18,0,39.84
41,경기도,41460,경기도 용인시 ,2021,2021,9.6,0,82.08,0,29.31
41,경기도,41480,경기도 파주시 ,2021,2021,10.61,0,72.31,0,23.32
41,경기도,41500,경기도 이천시 ,2021,2021,7.23,0,70.86,0,37.98
41,경기도,41550,경기도 안성시 ,2021,2021,1.36,1,64,0,43.66
41,경기도,41570,경기도 김포시 ,2021,2021,34.64,0,74.86,0,21.42
41,경기도,41590,경기도 화성시 ,2021,2021,45.56,0,64.43,0,24.73
41,경기도,41610,경기도 광주시 ,2021,2021,24.05,0,66.94,0,29.06
41,경기도,41630,경기도 양주시 ,2021,2021,13.81,0,52.81,0,37.09
41,경기도,41650,경기도 포천시 ,2021,2021,-4.57,4,52.28,0,40.7
41,경기도,41670,경기도 여주시 ,2021,2021,2.08,2,104.6,0,30.94
41,경기도,41800,경기도 연천군 ,2021,2021,-33.1,5,135.14,0,53.97
41,경기도,41820,경기도 가평군 ,2021,2021,2.06,4,30.2,0,33.46
41,경기도,41830,경기도 양평군 ,2021,2021,11.57,0,59.3,1,31.52
42,강원도,42110,강원도 춘천시 ,2021,2021,0.47,1,41.27,0,48.87
42,강원도,42130,강원도 원주시 ,2021,2021,6.3,0,37.57,0,46.27
42,강원도,42150,강원도 강릉시 ,2021,2021,-6.85,2,34.79,0,55.54
42,강원도,42170,강원도 동해시 ,2021,2021,-10.46,3,39.91,0,61.15
42,강원도,42190,강원도 태백시 ,2021,2021,-54.18,5,18.18,1,69.55
42,강원도,42210,강원도 속초시 ,2021,2021,-10.64,1,25.87,0,63.88
42,강원도,42230,강원도 삼척시 ,2021,2021,-41.2,5,25.62,0,54.83
42,강원도,42720,강원도 홍천군 ,2021,2021,-16.01,2,42.98,0,45.36
42,강원도,42730,강원도 횡성군 ,2021,2021,-9.8,2,35.42,0,30.1
42,강원도,42750,강원도 영월군 ,2021,2021,-44.44,5,35.35,0,45.28
42,강원도,42760,강원도 평창군 ,2021,2021,-27.52,5,33.31,1,41.48
42,강원도,42770,강원도 정선군 ,2021,2021,-61.38,5,26.34,1,40.02
42,강원도,42780,강원도 철원군 ,2021,2021,-19.95,5,29.17,0,55.4
42,강원도,42790,강원도 화천군 ,2021,2021,-18.92,5,29.83,0,46.14
42,강원도,42800,강원도 양구군 ,2021,2021,-26.44,5,45.37,0,45.39
42,강원도,42810,강원도 인제군 ,2021,2021,-18.76,3,40.13,1,32.1
42,강원도,42820,강원도 고성군 ,2021,2021,-38.67,4,32.32,0,55.64
42,강원도,42830,강원도 양양군 ,2021,2021,-26.13,1,16.38,0,37.61
43,충청북도,43110,충청북도 청주시 ,2021,2021,1.95,0,48.08,0,54.04
43,충청북도,43130,충청북도 충주시 ,2021,2021,-3.14,2,41.61,0,55.47
43,충청북도,43150,충청북도 제천시 ,2021,2021,-7.72,5,40.81,0,55.62
43,충청북도,43720,충청북도 보은군 ,2021,2021,-41.01,5,42.68,1,61.11
43,충청북도,43730,충청북도 옥천군 ,2021,2021,-31.67,5,74.42,0,58.8
43,충청북도,43740,충청북도 영동군 ,2021,2021,-40.17,5,39.94,0,42.36
43,충청북도,43745,충청북도 증평군 ,2021,2021,-10.83,2,48.03,0,53.31
43,충청북도,43750,충청북도 진천군 ,2021,2021,24.38,0,57.09,0,48.79
43,충청북도,43760,충청북도 괴산군 ,2021,2021,-30.33,1,57.94,1,48.44
43,충청북도,43770,충청북도 음성군 ,2021,2021,-1.56,5,50.02,0,46.04
43,충청북도,43800,충청북도 단양군 ,2021,2021,-44.86,3,39.69,0,65.35
44,충청남도,44130,충청남도 천안시 ,2021,2021,7.67,1,42.32,0,49.53
44,충청남도,44150,충청남도 공주시 ,2021,2021,-33.23,5,50.73,1,57.55
44,충청남도,44180,충청남도 보령시 ,2021,2021,-34.84,5,49.16,0,44.19
44,충청남도,44200,충청남도 아산시 ,2021,2021,3.34,0,57.23,0,43.92
44,충청남도,44210,충청남도 서산시 ,2021,2021,3.47,0,48.6,0,50.39
44,충청남도,44230,충청남도 논산시 ,2021,2021,-35.09,5,49.83,1,63.26
44,충청남도,44250,충청남도 계룡시 ,2021,2021,-2.34,3,34.47,0,41.7
44,충청남도,44270,충청남도 당진시 ,2021,2021,-39.59,2,53.91,0,35.75
44,충청남도,44710,충청남도 금산군 ,2021,2021,-46.47,5,51.91,0,65.63
44,충청남도,44760,충청남도 부여군 ,2021,2021,-51.03,5,62.25,2,69.81
44,충청남도,44770,충청남도 서천군 ,2021,2021,-45.62,5,47.61,0,54.18
44,충청남도,44790,충청남도 청양군 ,2021,2021,-5.83,4,34.42,0,66.06
44,충청남도,44800,충청남도 홍성군 ,2021,2021,-41.96,4,44.69,0,43.68
44,충청남도,44810,충청남도 예산군 ,2021,2021,-29.37,5,48.71,0,58.28
44,충청남도,44825,충청남도 태안군 ,2021,2021,2.15,4,39.49,0,40.91
45,전라북도,45110,전라북도 전주시 ,2021,2021,0.54,1,45.74,0,60.65
45,전라북도,45130,전라북도 군산시 ,2021,2021,-9.03,5,48.9,2,59.58
45,전라북도,45140,전라북도 익산시 ,2021,2021,-13.89,5,51.1,1,66.32
45,전라북도,45180,전라북도 정읍시 ,2021,2021,-44.43,5,67.81,0,53.03
45,전라북도,45190,전라북도 남원시 ,2021,2021,-38.35,5,61.29,1,63.31
45,전라북도,45210,전라북도 김제시 ,2021,2021,-48.49,5,79.05,0,61.54
45,전라북도,45710,전라북도 완주군 ,2021,2021,-1.44,4,73.51,0,50.19
